id,text,label,category,risk_score_expected,language_style,platform,has_url,has_phone,has_bank,has_otp,has_money,has_urgency,has_reward,has_job,text_length,noise_type,expected_reason
2200,ร้านกาแฟแถวรังสิตรับพาร์ทไทม์ ชั่วโมงละ 70 บาท มีสัมภาษณ์หน้าร้าน ✅🚨,normal,tu_job_real,0.28,slang,Email,0,0,0,0,1,0,0,1,68,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2201,อ้างว่าเป็นรุ่นพี่คณะ ขอให้โอนเงินช่วยจองสิทธิ์ 🥺✅,suspicious,tu_scam_risk,0.73,short_message,Facebook Group,0,0,0,0,1,0,0,0,50,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2202,ส่งเลขบัญชีมา เดี๋ยวโอนค่าหนังสือให้ครับ ⚠️😅,normal,tu_marketplace,0.25,thai_english_mix,IG DM,0,0,1,0,1,0,0,0,44,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2203,ไม่สะดวกนัดรับ ขอส่งอย่างเดียว โอนก่อนส่งนะ 👍,suspicious,marketplace_risk,0.48,casual,LINE,0,0,0,0,1,0,0,0,45,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2204,มีคนขอรหัสยืนยัน บอกว่าเป็นแอดมินกลุ่ม 🔥,suspicious,otp_risk,0.55,formal,X/Twitter,0,0,0,1,0,0,0,0,40,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2205,มีลิงก์ Google Meet สำหรับประชุมไหมครับ pls line: @fakeid,normal,meeting,0.24,formal,TU Marketplace,1,0,0,0,0,0,0,0,57,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2206,ขายหนังสือ MA211 มือสอง นัดรับ โรงอาหารกลาง ได้,normal,tu_marketplace,0.06,short_message,IG DM,0,0,0,0,0,0,0,0,47,none,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2207,ระบบ TU แจ้งเตือน ให้ update password ผ่าน bit.ly/example_fake ด่วน ✅⚠️,scam,phishing,0.95,thai_english_mix,Email,1,0,0,0,0,1,0,0,71,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
2208,มีใครขายชีท CS254 บ้างครับ 💸🙏,normal,tu_general,0.27,formal,Web Form,0,0,0,0,0,0,0,0,29,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2209,Your account has been suspended verify now [URL] 🙏,scam,phishing,0.98,thai_english_mix,Email,1,0,0,1,0,1,0,0,50,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
2210,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 200 บาทก่อนรับทุน ✨,scam,fake_scholarship,0.83,slang,LINE,0,0,0,0,1,0,1,0,59,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2211,ทักไลน์อย่างเดียวครับ ไม่ค่อยตอบในกลุ่ม 💬🚨,suspicious,marketplace_risk,0.51,emoji,Facebook Group,0,0,0,0,0,0,0,0,42,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2212,รับซื้อเครื่องคิดเลขมือสอง ขอราคาไม่แรง 🔥👍,normal,tu_marketplace,0.2,formal,Facebook Group,0,0,0,0,0,0,0,0,42,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2213,Your account has been suspended verify now tu-form.example.invalid verify pls,scam,phishing,0.95,slang,Facebook Group,1,0,0,1,0,1,0,0,77,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
2214,อ้างว่าเป็นรุ่นพี่คณะ ขอให้โอนเงินช่วยจองสิทธิ์ 👍📌,suspicious,tu_scam_risk,0.59,formal,Email,0,0,0,0,1,0,0,0,50,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2215,ขอแนวข้อสอบ CS251 หน่อยครับ 💸 line: @fakeid,normal,tu_general,0.29,emoji,Facebook Group,0,0,0,0,0,0,0,0,43,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2216,หาคนช่วยงานอีเวนต์ในมอ มีรายละเอียดงานและสถานที่ชัดเจน 🥺,normal,tu_job_real,0.22,short_message,TU Marketplace,0,0,0,0,0,0,0,1,56,emoji,มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2217,มีใครขายชีท CS222 บ้างคับ,normal,tu_general,0.29,casual,Web Form,0,0,0,0,0,0,0,0,25,typo,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2218,บัญชีคุณถูกระงับ กรุณายืนยันตัวตนทันทีที่ tu-form.example.invalid ✨,scam,phishing,0.83,slang,X/Twitter,1,0,1,1,0,1,0,0,67,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
2219,สมัครงาน part-time online จ่ายค่าสมัครก่อน 200 แล้วเริ่มงานได้เลย verify pls,scam,job_scam,0.88,thai_english_mix,TU Marketplace,0,0,0,1,0,0,0,1,76,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีบริบทสมัครงาน/รายได้
2220,ของถูกมาก แต่ต้องจองภายในวันนี้ 🚨💸 ทัก DM,suspicious,marketplace_risk,0.74,short_message,Web Form,0,0,0,0,0,1,0,0,41,emoji,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2221,ทักไลน์อย่างเดียวครับ ไม่ค่อยตอบในกลุ่ม 😅,suspicious,marketplace_risk,0.47,thai_english_mix,Web Form,0,0,0,0,0,0,0,0,41,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2222,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 200 บาทก่อนรับทุน 💬,scam,fake_scholarship,0.85,emoji,Email,0,0,0,0,1,0,1,0,59,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2223,ขายหนังสือ CS251 มือสอง นัดรับ SC3 ได้,normal,tu_marketplace,0.09,casual,TU Marketplace,0,0,0,0,0,0,0,0,38,typo,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2224,รีบโอนก่อนนะ เหลือคนเดียวแล้ว 😅👍,suspicious,marketplace_risk,0.62,thai_english_mix,Discord,0,0,0,0,1,1,0,0,32,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2225,โอนมัดจำค่าหอ 1000 บาทได้ไหมครับ 🥺,normal,tu_marketplace,0.06,casual,Facebook Group,0,0,0,0,1,0,0,0,34,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2226,รับซื้อเครื่องคิดเลขมือสอง ขอราคาไม่แรง 📌🙏,normal,tu_marketplace,0.13,casual,Web Form,0,0,0,0,0,0,0,0,42,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2227,คลิกลิงก์นี้เพื่อยืนยันบัญชีนักศึกษา bit.ly/example_fake now inbox ได้,scam,phishing,0.87,short_message,SMS,1,0,1,0,0,1,0,0,70,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
2228,ขอโอนเต็มก่อน เดี๋ยวส่งเลขพัสดุให้ 👍🔥,suspicious,marketplace_risk,0.74,formal,LINE,0,0,0,0,1,0,0,0,37,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2229,ขอแนวข้อสอบ CS251 หน่อยครับ,normal,tu_general,0.15,thai_english_mix,Email,0,0,0,0,0,0,0,0,27,none,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2230,ระบบแจ้งให้ยืนยันข้อมูลบางอย่างภายในวันนี้ ‼️🔥,suspicious,phishing_risk,0.74,short_message,Web Form,0,0,0,0,0,1,0,0,46,emoji,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
